Ad tent-qeblent?
Ad ten-tseɛfemt?
Ad tent-seɛfent?
Ad ten-tseggmeḍ?
Ad ten-tseggmem?
Ad tent-seggmen?
Ad tent-snegren.
Ad tent-sseɣlin.
Ad tent-tamnemt?
Ad tent-teddmeḍ?
Ad tent-teddmem?
Ad tent-tleqqem?
Ad tent-tqebleḍ?
Ad tent-tqeblem?
Ad tent-tseɛfeḍ?
Ad tent-tseɛfem?
Ad tent-tseggem?
Ad tent-twanseḍ?
Ad tent-twansem?
Ad ten-twansemt?
Ad tent-wansent?
Ad ten-yesseɣli.
Tellam tfecclem.
Tellam tfehhmem.
Tellam tɣellqem.
Tellam tgerrzem.
Tellam tḥebbsem.
Tellam tḥessbem.
Tellam tkemmzem.
Tellam tleddyem.
Tellam tlemmdem.
Tellam tneḍḍbem.
Tellam tnehhṛem.
Tellam tqellɛem.
Tellam trebbḥem.
Tellam trewwlem.
Tellam tsebbɣem.
Tellam tuggadem.
Tellam tweḥḥlem.
Tellam txeddmem.
Tellam txessfem.
Tellam txeṣṣrem.
Tellam tzeddrem.
Tellam tzeɛɛḍem.
Tellam tzerrwem.
Tellamt tedlemt.
Tellamt teɛyamt.
Tellamt telhamt.
Tellamt terfamt.
Tellamt tɣabemt.
Tellamt tuḍnemt.
Tellid din, naɣ?
Tellid diri-kem.
Telliḍ diri-kem.
Tellid ɣezzifed.
Telliḍ ɣezzifeḍ.
Tellid s tadist.
Telliḍ s tadist.
Tellid tbeɛɛded.
Telliḍ tbeɛɛdeḍ.
Tellid tbezzred.
Telliḍ tbezzreḍ.
Tellid tceḍḍḥed.
Telliḍ tceḍḍḥeḍ.
Tellid tcekkḍed.
Telliḍ tcekkḍeḍ.
Tellid tcerrḍed.
Telliḍ tcerrḍeḍ.
Tellid teddaged.
Telliḍ teddageḍ.
Tellid teddaled.
Telliḍ teddaleḍ.
Tellid tɛeḍḍsed.
Telliḍ tɛeḍḍseḍ.
Tellid tɛerrḍed.
Telliḍ tɛerrḍeḍ.
Tellid tɛewwled.
Telliḍ tɛewwleḍ.
Tellid teffuded.
Telliḍ teffudeḍ.
Tellid telluẓed.
Telliḍ telluẓeḍ.
Tellid teqqared.
Tellid teqqimed.
Telliḍ teqqimeḍ.
Tellid tettarud.
Telliḍ tettaruḍ.
Tellid tettusud.
Telliḍ tettusuḍ.
Tellid tezririd.
Telliḍ tezririḍ.
Tellid tfeccled.
Telliḍ tfeccleḍ.
Tellid tfehhmed.
Telliḍ tfehhmeḍ.
Tellid tfellsed.
Telliḍ tfellseḍ.
Tellid tɣellqed.
Telliḍ tɣellqeḍ.
Tellid tɣerrqed.
Telliḍ tɣerrqeḍ.
Tellid tgerrzed.
Telliḍ tgerrzeḍ.
Tellid tḥebbsed.
Telliḍ tḥebbseḍ.
Tellid tḥessbed.
Telliḍ tḥessbeḍ.
Tellid tkemmzed.
Telliḍ tkemmzeḍ.
Tellid tleddyed.
Telliḍ tleddyeḍ.
Tellid tlemmded.
Telliḍ tlemmdeḍ.
Tellid tnebbḍed.
Telliḍ tnebbḍeḍ.
Tellid tneḍḍbed.
Telliḍ tneḍḍbeḍ.
Tellid tneffleḍ.
Tellid tnehhṛed.
Telliḍ tnehhṛeḍ.
Tellid tqellɛed.
Telliḍ tqellɛeḍ.
Tellid trebbḥed.
Telliḍ trebbḥeḍ.
Tellid trewwled.
Telliḍ trewwleḍ.
Tellid tsebbɣed.
Telliḍ tsebbɣeḍ.
Tellid tuggaded.
Tellid tweḥḥled.
Telliḍ tweḥḥleḍ.
Tellid txeddmed.
Telliḍ txeddmeḍ.
Tellid txessfed.
Telliḍ txessfeḍ.
Tellid txeṣṣred.
Telliḍ txeṣṣreḍ.
Tellid tẓeddmed.
Telliḍ tẓeddmeḍ.
Tellid tzeddred.
Telliḍ tzeddreḍ.
Tellid tzeɛɛḍed.
Telliḍ tzeɛɛḍeḍ.
Tellid tzerrwed.
Tellukkzed aṭas.
Tellukkzem aṭas.
Telluẓed imir-a?
Telluẓem imir-a?
Temdel tmesgida.
Temlaleḍ-ten-id?
Temlalem-ten-id?
Temlalemt-tt-id?
Temlal-ikent-id?
Temlal-itent-id?
Temmezg-d yid-s.
Temmut s ddiqan.
Temmut si ɛeggu.
Temsefham yid-i.
Temsefham yid-k.
Temsefham yid-m.
Temsefham yid-s.
Temxellem i sin?
Temxellem meṛṛa.
TemyamaZ tagutt.
Tenɣam-asen-ten.
Tenɣam-iyi-tent.
Tenɣamt-aɣ-tent.
Tenɣamt-asent-t.
Tenɣamt-asen-tt.
Tenɣamt-as-tent.
Tenɣamt-iyi-ten.
Tenɣa-yakent-tt.
Tenɣa-yasen-ten.
Tenɣa-yasent-tt.
Tenɣa-yawen-ten.
Tenger ccetla-s.
Tenɣiḍ-asen-ten.
Tenɣiḍ-asent-tt.
Tenɣiḍ-iyi-tent.
Tenna-d awal-is.
Tennamt-d tidet.
Tennuɣ yid-kent?
Tennuɣ yid-sent?
Tennuɣemt yid-s?
Tenqer-d tafuyt.
Tensa teftit-is.
Tensam ɣur-sent?
Tensamt ɣur-sen?
Tensiḍ ɣur-sent?
Teqbel nnig wul.
Teqqaṛ taglizit.
Teqqel ɣer ccna.
Teqqel mechuṛet.
Teqqel-d iḍelli.
Teqqleḍ d aqcic.
Teqquṛ teɣbalut.
Teqseḥ lhedra-s.
Terbeḥ-d asawal.
Tercel meẓẓiyet.
Terḍel iɣdi-nni.
Teṛḍel-aɣ-tt-id?
Teṛḍel-akent-tt.
Teṛḍel-ak-tt-id?
Teṛḍel-am-tt-id?
Teṛḍel-as-tt-id?
Teṛḍel-awen-ten.
Teṛḍel-iyi-tent.
Teṛḍel-iyi-t-id?
Terfa fell-asen.
Terfamt ɣef Tom?
Terfed aqerru-s.
Terfed s tadist.
Terfed-iyi Mary.
Teṛja-kem Marie.
Terka tbanant-a.
Terna-d ɣur-neɣ.
Ternam-ten, naɣ?
Terna-t yemma-s.
Terna-tent Mary.
Ternid-ten, naɣ?
Terniḍ-ten, naɣ?
Terra-aɣ-ten-id?
Terram-aɣ-tt-id.
Terram-aɣ-tt-id?
Terram-asen-ten.
Terram-asent-tt.
Terram-as-tt-id.
Terram-as-tt-id?
Terram-iyi-tent.
Terram-iyi-t-id.
Terram-iyi-t-id?
Terramt-aɣ-tent.
Terramt-aɣ-t-id.
Terramt-aɣ-t-id?
Terramt-as-t-id.
Terramt-d yakan?
Terra-yaɣ-tt-id.
Terra-yakent-tt.
Terra-yak-tt-id.
Terra-yak-tt-id?
Terra-yam-tt-id.
Terra-yam-tt-id?
Terra-yasen-ten.
Terra-yasent-tt.
Terra-yas-tt-id.
Terra-yas-tt-id?
Terra-yawen-ten.
Terra-yi-ten-id.
Terra-yi-ten-id?
Terreẓ tnarit-a.
Terriḍ-aɣ-tt-id.
Terriḍ-aɣ-tt-id?
Terriḍ-asen-ten.
Terriḍ-asent-tt.
Terriḍ-as-tt-id.
Terriḍ-as-tt-id?
Terriḍ-iyi-tent.
Terriḍ-iyi-t-id.
Terriḍ-iyi-t-id?
Ters ɣef wayyur.
Teṛwa iṣuṛdiyen.
Terwi, tebberwi.
Terwiḍ-tt merra.
Terẓam tazewwut.
Terẓem imi-nnes.
Terẓid tazewwut.
Terẓiḍ tazewwut.
Tesbeɣ-asen-ten.
Tesbeɣ-asent-tt.
Tesbeɣ-itent-id.
Tesbeɣ-iyi-tent.
Tesbehdlemt-iyi.
Tesderɣal tayri.
Tesderwcemt-iyi!
Tesdub-ik tayri.
Tesdub-it tayri.
Tesɛa ameddakel?
Tesɛa aydi? Uhu.
Tesɛa takeṛṛust.
Tesɛa tanerdabt.
Tesɛa ul ḥninen.
Tesɛa-d akniwen.
Tesɛa-d taqcict.
Tesɛam adlisfus?
Tesɛam Facebook?
Tesɛam imddukal?
Tesɛam tasiwant?
Tesɛam tasukint?
Tesɛam tibṛatin.
Tesɛamt aselkim?
Tesɛamt idrimen.
Tesɛamt igerdan?
Tesɛamt izerfan.
Tesɛid abuseqqi?
Tesɛiḍ akunsir .
Tesɛid amsegdal?
Tesɛiḍ Facebook?
Tesɛiḍ imddukal?
Tesɛid tafatuṛt?
Tesɛiḍ tafatuṛt?
Tesɛid tasiwant?
Tesɛid tasukint?
Tesɛid tibṛatin.
Tesɛiḍ tibṛatin.
Tesɛiḍ tiqcicin?
Tesɛiḍ WhatsApp?
Tesfaqeḍ-ten-id.
Tesfaqem-iyi-id.
Tesfaqem-ten-id.
Tesfaqemt-tt-id.
Tesfeɛfɛemt-iyi!
Tesfeqdemt-tent?
Tesɣa-d akebbuḍ.
Tesɣa-d idlisen.
Tesɣa-d taxbizt.
Tesɣam-d abiran.
Tesɣamt-d aɣmis.
Tesɣamt-d aɣrum.
Tesɣid-d abiran.
Tesgugmemt-tent.
Tesgunfamt cwiṭ?
Tesḥeqqed azmam?
Teskecmemt-tent?
Tesla-awen Mary.
Teslam s lexber?
Teslamt-as, naɣ?
Teslaẓayed iḍan.
Teslaẓayeḍ iḍan.
Teslaẓayem iḍan.
Teslemdeḍ-iyi-t.
Teslemdem-iyi-t.
Teslemed-iyi-tt.
Teslid i baba-k.
Tesliḍ i baba-k.
Teslid i baba-m.
Tesliḍ i baba-m.
Tesliḍ-as daɣen?
Tesmeɛreq tuḍen.
Tesmɣred ddeɛwa.
Tesneḍ tatergit?
Tesraw taɣect-a.
Tesrid lemwansa?
Tesrim lemwansa?
Tesrimt imsujji.
Tesrimt imsujji?
Tesrimt tallalt.
Tesrimt tasfeḍt.
Tesṛuḥed-t, naɣ?
Tesṛuḥeḍ-t, naɣ?
Tesṛuḥem-t, naɣ?
Tesṛuḥ-itt Mary.
Tessada tenfust.
Tessakimt-d Tom.
Tessaklemt mliḥ?
Tessam-d usuten.
Tessarded ass-a?
Tessarded iqbac.
Tessardeḍ iqbac.
Tessardem ass-a?
Tessardem iqbac.
Tessawlemt, naɣ?
Tesseḍsayed-iyi.
Tesseḍsayem-iyi.
Tessefhem-it-id.
Tessefqed-itent?
Tesseɣsi asanew.
Tessen ad tecnu.
Tessen ad tecnu?
Tessen ad tɛumm.
Tessen-iyi Mari.
Tessen-iyi Mary.
Tessen-iyi yagi.
Tesserḍed seg-i.
Tesserḍem seg-i.
Tesserfayemt-aɣ.
Tesserɣ tawriqt.
Tesseṛɣeḍ-aɣ-tt.
Tesseṛɣeḍ-as-tt.
Tesseṛɣeḍ-iyi-t.
Tesseṛɣem-aɣ-tt.
Tesseṛɣem-as-tt.
Tesseṛɣem-iyi-t.
Tesseṛɣemt-aɣ-t.
Tesseṛɣemt-as-t.
Tesseweḍ lqahwa?
Tesseww-d aɣrum.
Tessewwemt-tent?
Tessexlaɛed-iyi.
Tessexlaɛeḍ-iyi.
Tessexlaɛem-iyi.
Tessexsi asanew.
Tessid-d usuten.
Tessiḍ-d usuten.
Tessizweɣ imi-s.
Tessned adlis-a?
Tessned argaz-a?
Tessned asaru-a?
Tessned d batta?
Tessneḍ iman-ik.
Tessneḍ Isem-is?
Tessned targa-a?
Tessneḍ tiririt?
Tessned tusnakt?
Tessned-tt, naɣ?
Tessneḍ-tt, naɣ?
Tessnem asaru-a?
Tessnem laqanun.
Tessnem tusnakt?
Tessnemt medden.
Tessnemt-t, naɣ?
Tessnem-tt, naɣ?
Tessṛeɣ-aɣ-tent.
Tessṛeɣ-akent-t.
Tessṛeɣ-ak-tent.
Tessṛeɣ-am-tent.
Tessṛeɣ-asent-t.
Tessṛeɣ-asen-tt.
Tessṛeɣ-as-tent.
Tessṛeɣ-awen-tt.
Tessṛeɣ-iyi-ten.
Tessuffeɣ-ikent?
Tessuffeɣ-itent?
Tessuffɣeḍ-tent?
Tessuffɣem-tent?
Tessuffɣemt-ten?
Tessunuɣed mliḥ.
Tessunuɣem mliḥ.
Tessuter-d imru.
Tesswed tibḥirt.
Tessweḍ tibḥirt.
Tesswem tibḥirt.
Testaxer-d Mary.
Testaxred-iyi-d.
Testaxreḍ-iyi-d.
Testaxrem-iyi-d.
Testewtwemt-iyi!
Testufad i waya?
Testufaḍ i waya?
Testufad imir-a?
Teswawa lgerra .
Tesxelɛemt-aneɣ.
Tetɛejjeb deg-s.
Tetesseḍ dduxan?
Teṭfi-iyi tawla.
Tettagaded iḍan.
Tettagadeḍ iḍan.
Tettagadeḍ-tent.
Tettagadem iḍan.
Tettagadem-tent.
Tettagademt-iyi.
Tettagademt-ten.
Tettamned s tiṭ?
Tettamneḍ s tiṭ?
Tettamned s Yuc?
Tettamnemt-tent?
Tettargu tafsut.
Tettaruḍ tabrat?
Tettarud xir-iw.
Tettasemt-d zik.
Tettawḍed-d zik.
Tettawi-t yid-s.
Tettban-d teɛya.
Tettban-d telha.
Tettbekkiṛemt-d.
Tettḍeyyiɛ akud.
Tettɛawanemt-aɣ.
Tettɛawan-it-id.
Teṭṭef-aɣ-tt-id.
Teṭṭef-ak-tt-id.
Teṭṭef-am-tt-id.
Teṭṭef-as-tt-id.
Teṭṭef-iyi-t-id.
Tetteɣ tadeffut.
Tettejjmemt-iyi.
Tettejraḥ tayri.
Tettemɛujjutemt.
Tettemlelluyemt.
Tettent ccakula.
Teṭṭes tinegnit.
Tettess akeffay.
Tettess akeffay?
Tettess tabyirt.
Tettess taɣlust.
Tettessemt aṭas.
Tettessemt atay.
Tettessemt atay?
Tettetteḍ aksum?
Tettetted seksu?
Tettettem seksu?
Tettettemt ṛṛuz?
Teṭṭfeḍ-aɣ-t-id.
Teṭṭfeḍ-as-t-id.
Teṭṭfeḍ-d amkan.
Teṭṭfeḍ-d amkan?
Teṭṭfeḍ-tent-id?
Teṭṭfem-aɣ-t-id.
Teṭṭfem-as-t-id.
Teṭṭfem-tent-id?
Teṭṭfemt-ten-id?
Tettḥibbi ččina.
Tettiliḍ i ḥedd?
Tettilim i ḥedd?
Tettnadi fell-i.
Tettnadimt učči?
Tettqadar-ikent.
Tettqeṣṣiṛ Mary.
Tettred imsujji?
Tettred yemma-k?
Tettred yemma-m?
Tettrem imsujji?
Tettsetḥid aṭas.
Tettsetḥim aṭas.
Tetturar icahen.
Tettwaɛrḍem akk.
Tettwaliḍ-iyi-d?
Tettwalim-iyi-d?
Teṭwi taɣaḍt-is.
Tɛummemt iḍelli?
Tewjed tkeṛṛust.
Tewt-iyi lxelɛa.
Tewweḍ-d tefsut.
Tewweḍ-d teslit.
Tewweḍ-d teslit?
Tewwi-d iman-is.
Tewwi-iyi-tt-id.
Tewwi-kem yid-s?
Tewwi-ken yid-s?
Tewwim ddnub-is.
Tewwi-yaɣ-tt-id.
Tewwi-yak-tt-id.
Tewwi-yam-tt-id.
Tewwi-yas-tt-id.
Tewwi-yi-ten-id.
Texdeɛ-it Marie.
Texdem ccɣel-is?
Tezdeɣ deg Roma.
Tezdeɣ-it tawla.
Tezgel tamacint.
Tezgid teqqared.
Tezmer ad tarem?
Tezmer ad tecnu.
Teznuzay ayefki.
Teẓra tiɣirdemt.
Teẓra-d imsujji.
Teẓṛa-k neɣ ala?
Teẓram aya yagi.
Teẓram aya, naɣ?
Teẓramt akk aya.
Teẓramt imsujji?
Teẓṛa-t neɣ ala?
Teẓrid aya yagi.
Teẓriḍ aya yagi.
Teẓrid aya, naɣ?
Teẓriḍ aya, naɣ?
Teẓriḍ d awezɣi.
Teẓriḍ d lekdeb.
Teẓrid? Tcebḥed.
Teẓrid-t yeffeɣ?
Tezweǧ meẓẓiyet.
Tezweǧ weltma-k?
Tezweǧ weltma-m?
Teẓẓared-t, naɣ?
Teẓẓarem-t, naɣ?
Tezzegzew tmurt.
Tfakem-asen-ten.
Tfakem-asent-tt.
Tfakem-iyi-tent.
Tfakemt-aɣ-tent.
Tfakemt-asent-t.
Tfakemt-asen-tt.
Tfakemt-as-tent.
Tfakemt-iyi-ten.
Tfakk-akent-ten.
Tfakk-asen-tent.
Tfakk-asent-ten.
Tfakk-awen-tent.
Tfakkeḍ-aɣ-tent.
Tfakkeḍ-asent-t.
Tfakkeḍ-asen-tt.
Tfakkeḍ-as-tent.
Tfakkeḍ-iyi-ten.
Tfehmeḍ adlis-a?
Tfehmeḍ neɣ ala?
Tfehmeḍ neɣ uhu?
Tfehmem neɣ ala?
Tfeṛḥed s ugmuḍ.
Tfeṛḥem s ugmuḍ.
Tfeṛḥemt imir-a?
Tfeṛḥemt s waya?
Tfeṛqeḍ-ten akk.
Tfṛeq-itent akk.
Tfuk tallit-nni.
Tfuk tfaska-nni.
Tfuked s usawal?
Tfukem s usawal?
Tfukk-itent akk.
Tga deg-k laman.
Tga deg-m laman.
Tga laman deg-k.
Tga laman deg-m.
Tga lwajeb-nnes.
Tɣabemt ussan-a.
Tga-d tikukiyin.
Tɣaḍ-ikem tinna?
Tɣaḍ-iken tinna?
Tgamt tasestant.
Tgamt tuccḍiwin.
Tɣawel di tikli.
Tga-yid tamẓidt.
Tga-yid tangult.
Tɣelqed taḥanut.
Tɣelqeḍ taḥanut.
Tɣelqed tawwurt?
Tɣelqeḍ tawwurt?
Tɣelqem taḥanut.
Tɣelqem tawwurt?
Tɣelṭeḍ deg aya.
Tɣelṭem deg aya.
Tgezmemt aseklu.
Tɣeẓnem deg sin.
Ṭɣezzifemt aṭas!
Tgezzmed isekla.
Tgezzmeḍ isekla.
Tgezzmem isekla.
Tgiḍ amahil-nni?
Tɣil yeḍḍes Tom.
Tɣil yekfa ssuq.
Tɣunfa-ten lmut.
Tḥebbsed tissit.
Tḥebbsem tissit.
Theblem deg sin?
Tḥebsed ddexxan.
Tḥebseḍ ddexxan.
Tḥebsed-tt, naɣ?
Tḥebseḍ-tt, naɣ?
Tḥebsem ddexxan.
Tḥebsemt-t, naɣ?
Tḥebsem-tt, naɣ?
Thegga i waffug.
Thellaɣ deg Tom.
Tḥemmel ad tɛum.
Tḥemmel ad tɣer.
Tḥemmel ad tɣeṛ.
Tḥemmel ifelfel.
Tḥemmel igerdan.
Tḥemmel iksilen.
Tḥemmel imcac-a.
Tḥemmel ingulen.
Tḥemmel tadlaxt.
Tḥemmel takrura.
Tḥemmel-ik aṭas.
Tḥemmel-ik Mary.
Tḥemmled aẓawan.
Tḥemmleḍ aẓawan.
Tḥemmled aẓawan?
Tḥemmleḍ aẓawan?
Tḥemmleḍ Fṛansa?
Tḥemmleḍ igumma.
Tḥemmled iluten.
Tḥemmleḍ iluten.
Tḥemmled iselsa?
Tḥemmleḍ Lalman?
Tḥemmleḍ lbira ?
Tḥemmleḍ Spanya?
Tḥemmled taẓuri?
Tḥemmleḍ taẓuṛi?
Tḥemmleḍ tissit?
Tḥemmled urar-a.
Tḥemmleḍ urar-a.
Tḥemmled Wagner?
Tḥemmleḍ Zzayer?
Tḥemmlem aẓawan.
Tḥemmlem aẓawan?
Tḥemmlem Fṛansa?
Tḥemmlem iselsa?
Tḥemmlem Lalman?
Tḥemmlem Spanya?
Tḥemmlem taẓuṛi?
Tḥemmlem urar-a.
Tḥemmlem Wagner?
Tḥemmlemt aɛumu?
Tḥemmlemt agama?
Tḥemmlemt atofu?
Tḥemmlemt imcac?
Tḥemmlemt iqjan?
Tḥemmlemt iqzaḥ?
Tḥemmlemt isura?
Tḥeqqeɣ ad rfun.
Tḥeṛceḍ axiṛ-iw.
Tḥeṛceḍ keččini!
Tḥeṛceḍ kemmini!
Tḥeṛṛed tadabut?
Tḥeṛṛeḍ tadabut?
Tḥerreḍ-d amḍiq.
Tḥeṛṛemt imukan.
Thomas d ahwawi.
Tḥuza aḍad-nnes.
Ti d ticemmaɛin?
Ti d tifeqqusin.
Ti d timaynutin.
Ti d timellalin.
Ti d tira n Tom.
Tidet yiwet kan.
Tif xir ad mteɣ!
Tifednin-a inek?
Tifednin-a inem?
Tifednin-a nwen?
Tigawt tif awal.
Tiɣremt meqqert.
Tihin d taklizt.
Tikti-k tgerrez.
Tikwal s nnefḥa!
Tili ad t-tarud.
Tili ad t-tarum.
Tilufa n tmetti.
Timeẓri txeddeɛ.
Tineslemt tugda.
Tinmel-nneɣ aya.
Tira d assesfer.
Tira tettɣimi-d.
Tireḍ d amɛalet.
Tislit n wanẓar.
Tisura-a ur inu.
Tiyessetmatin-iw
Tiẓgi taberkant.
Tjerḥed ul-nnes.
Tkellex-am Mary.
Tkellxeḍ fell-i.
Tkellxem fell-i.
Tkellxemt-asent.
Tkelsed uḍḍun-a?
Tkelsem uḍḍun-a?
Tkemmel axeddim.
Tkeṛhed aslagan.
Tkeṛhem aslagan.
Tkeṛhemt ilugan.
Tla cwiṭ n lqir.
Tlam akud ass-a?
Tlam tasnasɣalt?
Tlamt atiliskud?
Tlamt Beethoven?
Tlamt takeṛṛust.
Tlamt tanerdabt?
Tlaq-aɣ lmusiqa.
Tledyed tawwurt.
Tledyeḍ tawwurt.
Tledyem tawwurt.
Tlemdemt Leqran.
Tlid tasnasɣalt?
Tlid timseknewt?
Tliḍ timseknewt?
Tlid timukrisin?
Tlid tiṭercaqin?
Tluɛaḍ-as i Tom.
Tluɛam-as i Tom.
Tmecceḍ i wayis.
Tmudd-akent-ten.
Tmudd-asen-tent.
Tmudd-asent-ten.
Tmudd-awen-tent.
Tmuddeḍ-asent-t.
Tmuddeḍ-asen-tt.
Tmuddeḍ-as-tent.
Tmuddeḍ-iyi-ten.
Tmuddem-asent-t.
Tmuddem-asen-tt.
Tmuddem-as-tent.
Tmuddem-iyi-ten.
Tmuddemt-asen-t.
Tmuddemt-as-ten.
Tmuddemt-iyi-tt.
Tnawel-d imensi.
Tneḍbemt s aman.
Tnehṛed akamyun.
Tqarr-d Taninna.
Tqebbled isefka.
Tqebbleḍ isefka.
Tqebblem isefka.
Tqellqeɣ imir-a.
Tqemmer fell-as.
Tqerres fell-as.
Tqerres ɣef Tom.
Tram anẓar, naɣ?
Tram arraw-nwen?
Tram aṭas aɛumu.
Tram idinuẓuren?
Tram timadlanin?
Tram tuṛkidiyin?
Tramt iɣersiwen?
Tramt imeccalen?
Trebḥeḍ-d ul-iw.
Tṛeḍleḍ-aɣ-tent.
Tṛeḍleḍ-aɣ-t-id?
Tṛeḍleḍ-asent-t.
Tṛeḍleḍ-asen-tt.
Tṛeḍleḍ-as-tent.
Tṛeḍleḍ-as-t-id?
Tṛeḍleḍ-iyi-ten.
Tṛeḍlem-aɣ-tent.
Tṛeḍlem-aɣ-t-id?
Tṛeḍlem-asent-t.
Tṛeḍlem-asen-tt.
Tṛeḍlem-as-tent.
Tṛeḍlem-as-t-id?
Tṛeḍlem-iyi-ten.
Tṛeḍlemt-aɣ-ten.
Tṛeḍlemt-asen-t.
Tṛeḍlemt-as-ten.
Tṛeḍlemt-iyi-tt.
Treffu s tefses.
Trewlem i tmara.
Trɣa bzzaf assa.
Trid ad tnehṛed?
Trid anẓar, naɣ?
Trid arraw-nnek?
Trid arraw-nnem?
Trid aṭas aɛumu.
Trid idinuẓuren?
Trid timadlanin?
Trid tuṛkidiyin?
Tru yerna tumen.
Tṛuḥ ad d-teqḍu.
Truḥ ad tmerreḥ.
Tṛuḥeḍ deg-sent.
Tṛuḥem deg-sent.
Truḥ-iyi tsarut.
Tṛuḥ-iyi tsarut.
Tsawel-d Lalita.
Tsebɣed iɣerban.
Tsebɣeḍ-asent-t.
Tsebɣeḍ-asen-tt.
Tsebɣeḍ-as-tent.
Tsebɣeḍ-iyi-ten.
Tsebɣeḍ-tent-id.
Tsebɣem iɣerban.
Tsebɣem-asent-t.
Tsebɣem-asen-tt.
Tsebɣem-as-tent.
Tsebɣem-iyi-ten.
Tsebɣemt-asen-t.
Tsebɣemt-as-ten.
Tsebɣem-tent-id.
Tsebɣemt-iyi-tt.
Tsebɣemt-ten-id.
Tseḍḍled tamart.
Tseḍḍleḍ tamart.
Tseḍḍlem tamart.
Tseggem-aɣ-tent.
Tseggem-akent-t.
Tseggem-ak-tent.
Tseggem-am-tent.
Tseggem-asent-t.
Tseggem-asen-tt.
Tseggem-as-tent.
Tseggem-awen-tt.
Tṣeggem-it Mary.
Tseggem-itt akk.
Tseggem-iyi-ten.
Tseggemt-aɣ-ten.
Tseggmeḍ-aɣ-ten.
Tseggmeḍ-asen-t.
Tseggmeḍ-as-ten.
Tseggmeḍ-iyi-tt.
Tṣeggmed-t, naɣ?
Tṣeggmeḍ-t, naɣ?
Tseggmem-aɣ-ten.
Tseggmem-asen-t.
Tseggmem-as-ten.
Tseggmem-iyi-tt.
Tṣeggmem-t, naɣ?
Tseggmemt-aɣ-tt.
Tseggmemt-as-tt.
Tseggmemt-iyi-t.
Tseggmemt-t akk.
Tseggmem-tt akk.
Tselbem deg sin.
Tselled isallen?
Tsellem fell-as.
Tsetḥa mi yella.
Ttaɣent-d aɣmis.
Ttaɣent-d aɣṛum.
Ttakfet idammen.
Ttargunt tafsut.
Ttaruɣ tacinwat.
Ttaruɣ timsirin.
Ttawiɣ aɣyul-iw.
Ṭṭawleɣ, xesreɣ.
Ttbaneɣ-d zureɣ?
Ttbanen gerrzen.
Ttbut ur t-sɛiɣ.
Ttḍeyyiɛeɣ akud.
Ttḍeyyiɛen akud.
Ttebbint isekla.
Tteddun ɣer din.
Ṭṭef amkan tura.
Ṭṭef aqemmuc-ik!
Ṭṭef aqemmuc-im!
Ṭṭef-aɣ-tent-id.
Ṭṭef-asent-t-id.
Ṭṭef-asen-tt-id.
Ṭṭef-as-tent-id.
Ṭṭef-iyi-ten-id.
Ttekleɣ fell-ak.
Ttekleɣ fell-am.
Ttekleɣ ɣef Tom.
Ttemyallen aṭas.
Ttesseɣ akeffay.
Ttesseɣ tabyirt.
Ttesseɣ taɣlust.
Ttessen akeffay.
Ttessen taɣlust.
Ttetteḍ aḥelluf?
Ttetteɣ tinuyin.
Ttetten aweqqas.
Ttetten ccikula.
Ttɛumuɣ yal ass.
Ttewliwileɣ xir.
Ttexseɣ tusnakt.
Ṭṭfeɣ abrid ṭul.
Ṭṭfeɣ-d tinubga.
Ṭṭfem iman-nwen.
Ṭṭfemt-aɣ-tt-id.
Ṭṭfemt-as-tt-id.
Ṭṭfemt-iyi-t-id.
Ṭṭfen ṭṭbib-nni.
Ṭṭfen-aɣ-ten-id.
Ṭṭfen-ak-ten-id.
Ṭṭfen-am-ten-id.
Ṭṭfen-asen-t-id.
Ṭṭfen-as-ten-id.
Ṭṭfen-awen-t-id.
Ṭṭfen-iyi-tt-id.
Ṭṭfent-aɣ-tt-id.
Ṭṭfent-ak-tt-id.
Ṭṭfent-am-tt-id.
Ṭṭfent-as-tt-id.
Ṭṭfent-iyi-t-id.
Ṭṭfet-aɣ-ten-id.
Ṭṭfet-asen-t-id.
Ṭṭfet-as-ten-id.
Ṭṭfet-iyi-tt-id.
Ttḥadar iman-ik!
Ttḥadar iman-ik.
Ttḥadar iman-im.
Ttḥibbiɣ lebṣel.
Ttiliɣ-as i Tom.
Ttinin-as Bruce.
Ttkemmileɣ ccna.
Ttmahaleɣ yid-k.
Ttmahaleɣ yid-m.
Ttmahalent aṭas.
Ttnadint fell-i.
Ttnaɣen yal ass.
Ttqadarent-kent.
Ttqadaret wiyaḍ.
Ttqellibent-iyi.
Ttqelliqent-iyi.
Ttṛebbin ibekki.
Ttu uguren-nnek.
Ttu uguren-nnem.
Ttuɣ tansa-nnes.
Ttuɣ uḍḍun-nnek.
Ttuɣ uḍḍun-nnem.
Ttuɣ uḍḍun-nwen.
Ttuɣ uṭṭun-inek.
Ttuɣ uṭṭun-inem.
Ttuɣ uṭṭun-nwen.
Tturareɣ apyanu.
Tturareɣ atinis.
Tturareɣ Chopin.
Tturaren icahen.
Tturaren warrac.
Ttwaḥeṛṣeɣ mliḥ.
Ttwaliɣ tiliẓri.
Ttwalin tiliẓri?
Ttxil-k ečč kra.
Ttxil-k, adef-d!
Ttxil-k, adef-d.
Ttxil-k, eg aya.
Ttxil-k, kcem-d!
Ttxil-k, kcem-d.
Ttxil-m, adef-d!
